,0
122,"Hoạt động xuất khẩu gạo sang thị trường Trung Quốc đang sụt giảm mạnh trong thời gian gần đây. Nâng cao chất lượng, xây dựng thương hiệu, cùng với việc tuân thủ quy định của thị trường sẽ giúp xuất khẩu gạo sang Trung Quốc thuận lợi hơn."
123,Người trồng lúa ở Mỹ sẽ không thể tăng doanh số bán hàng theo các điều khoản hiện tại của thỏa thuận thương mại được Tổng thống Mỹ Donald Trump và Thủ tướng Nhật Bản Shinzo Abe thông qua.
124,"Giá xuất khẩu gạo Ấn Độ tăng trong tuần này nhờ đồng rupee phục hồi, trong khi nhu cầu ảm đạm khiến giá của Việt Nam duy trì ở mức thấp nhất gần 12 năm ngay cả khi khuyến khích đầu tư tư nhân để gạo trở nên cạnh tranh hơn."
125,"Khung thời vụ xuống giống lúa đông xuân (ĐX) 2019-2020 tại Kiên Giang từ đầu tháng 9, vùng ĐX chính vụ từ tháng 10, do dự bão lũ thấp, cần gieo sạ sớm để né mặn xâm nhập, hạn chế thiệt hại."
126,"Xâm nhập mặn, thiếu phù sa, sạt lở đất gây thiệt hại lớn đến sản xuất lúa của vùng Đồng bằng sông Cửu Long (ĐBSCL), trong khi đó, tình hình xuất khẩu gạo cũng khá ảm đạm tại các thị trường trọng điểm."
127,"Báo cáo từ Bộ Nông nghiệp và Phát triển Nông thôn (NN&PTNT) cho biết giá lúa, gạo tại khu vực Đồng bằng sông Cửu Long (ĐBSCL) giảm nhẹ trong tháng 8 so với tháng trước, và dự báo có thể tiếp tục giảm nhẹ do nhu cầu tiêu thụ tháng tới ảm đạm."
128,Công ty phát triển gạo Mandalay (MRDC) đã có thỏa thuận với một công ty từ Trung Quốc để xuất khẩu 100.000 tấn gạo theo hệ thống trao đổi biên giới và 500 tấn (hơn 10.000 bao gạo) sẽ được xuất khẩu sang Trung Quốc trong một vài ngày tới.
129,"Các khoản giải ngân đầu tiên sẽ bắt đầu từ ngày 15/10, đồng thời chương trình đảm bảo giá gạo sẽ được gia hạn thường niên trong suốt nhiệm kì 4 năm của chính phủ đương nhiệm."
130,"Tuần trước, giá gạo xuất khẩu Ấn Độ tăng nhờ nhu cầu tốt và lo ngại về sản lượng vụ lúa hè khi tình hình mưa thất thường. Còn tại Thái Lan, biến động tỷ giá đã hỗ trợ giá gạo của quốc gia Đông Nam Á tăng."
131,"Bộ Nông nghiệp Philippines (DA) đã đồng ý đưa ra luật cho phép cơ quan này áp dụng thuế tự vệ đối với nhập khẩu gạo, theo Chủ tịch Ủy ban Tài chính và Thuế vụ của Hạ viện."
132,"Trung Quốc sản xuất ít gạo hơn trong giai đoạn thu hoạch đầu tiên của năm 2019 do diện tích gieo trồng và năng suất trên mỗi đơn vị giảm, dữ liệu chính thức công bố hôm 26/8 chỉ ra."
133,"Mô hình sản xuất luân canh lúa-tôm mang lại thu nhập cao cho nông dân Bạc Liêu. Năm nay, tỉnh đã mở rộng diện tích sản xuất lên hàng nghìn ha."
134,"Đồng rupee trượt giá khiến giá gạo xuất khẩu của Ấn Độ xuống mức thấp nhất trong 7 tuần vào thứ Năm (22/8) bất chấp nhu cầu tốt từ châu Phi. Trong khi đó, nhập khẩu của Philippines giảm gây áp lực lên giá gạo Việt Nam."
135,Giá nhiều loại lúa và gạo nguyên liệu xuất khẩu tại ĐBSCL tăng thêm khoảng 100-200 đồng/kg so với cách nay hơn 2 tuần.
136,"Được biết, thị trường UAE rất chuộng sản phẩm Việt Nam, đặc biệt nông sản; theo đó nhu cầu thu hút các công ty Việt Nam đến Dubai đầu tư là rất lớn, giới quan sát cho hay."
137,"Ủy ban chính sách lúa gạo quốc gia, do Thủ tướng Thái Lan Prayuth Chan-o-cha làm chủ tịch, đã công bố khoản trợ cấp 21 tỉ baht để giúp ổn định giá cho nông dân trồng lúa bị thiệt hại vì hạn hán và đồng baht mạnh."
138,"Gạo Việt Nam đã xuất khẩu trên 20 năm nhưng chưa đạt thương hiệu quốc tế trong khi Campuchia ba lần trình làng đều được xếp hạng gạo ngon nhất thế giới vì họ nghiêm ngặt quy trình sử dụng phân bón hữu cơ, không tác động của hóa chất sinh trưởng cho cây trồng."
139,"Với những báo cáo gần đây về tình hình hạn hán nghiêm trọng tại Thái Lan ảnh hưởng tới sản lượng gạo, Bộ Công Thương Singapore (MTI) cho biết nhập khẩu gạo Thái có thể dễ dàng được thay thế bằng các nguồn khác."
140,Nông dân Mỹ không bán hàng trực tiếp cho doanh nghiệp thương mại và những công ty này cũng không cần có đất.
141,"Tuần trước, tuyến đê bao Quảng Điền (huyện Krông Ana) vỡ 1 đoạn khoảng 10 m."
142,"Trong tháng 8, dự báo lũ trên sông Mekong tiếp tục ở mức thấp và hầu như không ảnh hưởng tới lúa vụ hè thu và thu đông ở đồng bằng sông Cửu Long."
143,"Vừa qua, Sở NN-PTNT tỉnh Đồng Tháp tổ chức cuộc họp để tìm giải pháp thích ứng với tình hình không có lũ năm 2019. Các đại biểu thảo luận về những khó khăn và đề xuất giải pháp trên các lĩnh vực cây trồng, vật nuôi, thủy sản."
144,Cục Công nghiệp Thực vật (BPI) Philippines đã cấp 2.294 giấy phép cho 208 đơn vị tư nhân muốn tìm cách nhập khẩu 2.041 triệu tấn gạo kể từ tháng 3.
145,"Giá gạo xuất khẩu tăng liên tục và duy trì ở mức cao vì đồng rupee mạnh khiến gạo Ấn Độ khó cạnh tranh với Thái Lan, Trung Quốc tại thị trường truyền thống châu Phi."
146,"Giá gạo xuất khẩu tại Thái Lan tăng trong tuần qua vì lo ngại tình trạng hạn hán tồi tệ nhất trong khoảng một thập kỉ có thể khiến nguồn cung ngày thắt chặt, trong khi Việt Nam tìm kiếm các thỏa thuận tiềm năng tại thị trường Nam Mỹ."
147,"Hơn 1 năm triển khai đề tài “Tuyển chọn và nhân các giống lúa theo hướng thảo dược ở Thừa Thiên - Huế” cho thấy khả năng thành công, thêm lựa chọn cho nông dân sản xuất và người tiêu dùng về thực phẩm sạch."
148,"Giá lúa, gạo tại khu vực ĐBSCL có xu hướng tăng nhẹ về cuối tháng, đặc biệt tại An Giang tăng khá mạnh"
149,"Xuất khẩu gạo từ Việt Nam giảm trong tuần này vì đang gặp khó khăn trong việc tìm người mua mới khi nhu cầu từ Trung Quốc suy yếu. Trong khi đó, hạn hán tiếp tục thắt chặt nguồn cung tại Thái Lan, và đồng rupee yếu gây áp lực lên giá gạo Ấn Độ."
150,Thương vụ Việt Nam tại Australia (Bộ Công Thương) cho biết Bộ Nông nghiệp quốc gia này vừa ra thông báo mới về điều kiện an toàn sinh học đối với gạo đồ dành cho người tiêu dùng hoặc chế biến.
151,"Trên vùng đất lúa rộng lớn ĐBSCL từng là nơi ngự trị lâu đời của khoảng 600 giống lúa mùa địa phương, canh tác trên vùng nước sâu, lúa nổi."
152,"Cơ quan Thống kê Philippines (PSA) cho biết, sản lượng lúa của nước này năm nay có khả năng giảm 5,6% trong Quý II/2019 do thu hoạch giảm."
153,Phản ứng tiêu cực của nông dân trồng lúa trên cả nước đã buộc chính phủ Philippin phải xem xét hướng giải quyết tình trạng giá gạo giảm – khiến cho thu nhập của nông dân có thể giảm 114 tỷ peso trong năm 2019.
154,"PGS Trần Đăng Xuân - Trưởng Phòng thí nghiệm Sinh lý thực vật và Hóa sinh, Đại học Hiroshima (Nhật Bản) - phát hiện hai hợp chất có tác dụng chống tiểu đường, béo phì, cũng như bệnh gút trong gạo hữu cơ Quảng Trị"
155,"Giá gạo xuất khẩu của Việt Nam giảm trong tuần này vì lo ngại người mua lớn Philippines có thể hạn chế nhập khẩu, trong khi hạn hán tại Thái Lan và lũ lụt tại Bangladesh đang ảnh hưởng tới các trung tâm tại châu Á."
156,"Trong kế hoạch sản xuất vụ Thu Đông 2019, lãnh đạo tỉnh An Giang chỉ đạo giảm ít nhất 20.000 ha diện tích sản xuất lúa, nếp ưu tiên xả lũ tránh áp lực cho sản lượng trong vụ Thu Đông tới."
157,"Do lúa ngã ngập nước nên thương lái bỏ cọc không mua hoặc mua thì giá thấp, chỉ từ 3.500-4.000 đồng/kg lúa."
158,Tổng thống Philippines Rodrigo Duterte đã đề nghị tạm ngừng nhập khẩu gạo trong thời gian diễn ra vụ thu hoạch để thúc đẩy thu nhập cho người nông dân địa phương.
159,"Mới đây, Lào đã bắt đầu xuất khẩu 1.100 tấn gạo được đánh bóng sang Trung quốc như một phần của hạn ngạch 50.000 tấn được chính phủ Lào và Tập đoàn Quốc Gia Trung Quốc về Ngũ Cốc, Dầu và Thực phẩm thỏa thuận"
160,"Chính phủ ban hành Nghị định số 62/2019/NĐ-CP sửa đổi, bổ sung một số điều Nghị định số 35/2015/NĐ-CP ngày 13/4/2015 của Chính phủ về quản lý, sử dụng đất trồng lúa."
161,"Tổng hợp một số tin vắn trên thị trường gạo Thái Lan, Trung Quốc, Pakistan và MERCOSUR"
162,"Giá xuất khẩu gạo tại Ấn Độ tiếp tục tăng trong tuần này, vì đồng rupee mạnh và nhu cầu tăng nhẹ, trong khi các trung tâm khác ở châu Á đang gặp khó khăn trong việc cạnh tranh với mức giá nhà xuất khẩu hàng đầu đưa ra."
163,Chính phủ Thái Lan vẫn sử dụng chính sách nguyên tắc sản xuất định hướng thị trường để ổn định giá gạo theo cơ chế thị trường.
164,"Khối lượng gạo nhập khẩu và xuất khẩu của Trung Quốc đang tiến tới mức ngang bằng nhau, làm thay đổi đáng kể động lực thúc đẩy thương mại lúa gạo toàn cầu."
165,"Ba tháng kể từ khi chính phủ Philippines tự do hoá thương mại gạo, giá lúa, gạo trung bình tiếp tục giảm vì nguồn cung vẫn tràn ngập thị trường."
166,"Sau chè, gạo Bao thai Định Hóa là sản phẩm thứ 2 của tỉnh Thái Nguyên được Cục Sở hữu trí tuệ cấp chứng nhận đăng ký nhãn hiệu tập thể."
167,"Hiện gạo của Long An đang được xuất khẩu qua 40 thị trường, trong đó chủ yếu là Trung Quốc, Philippines, Indonesia, Malaysia, Hong Kong… Đáng chú ý, trong 6 tháng qua đã khai thác thêm được một số thị trường ở châu Phi, Dubai."
168,"Ấn Độ, quốc gia xuất khẩu gạo lớn nhất thế giới, có thể ghi nhận xuất khẩu giảm trong năm nay do giá hỗ trợ tối thiểu (MSP) đối với lúa và lượng mưa ít ỏi trong vụ kharif (vụ Hè Thu) hiện tại."
169,"Xuất khẩu lúa, gạo giảm mạnh khiến giá lúa trong nước giảm thấp, dự báo giá gạo có thể tiếp tục xuống thấp trong tháng tới."
170,"Cục Xuất nhập khẩu, Bộ Công Thương cho biết xuất khẩu gạo Việt Nam những tháng đầu năm 2019 gặp nhiều bất lợi về thị trường, đặc biệt là tại các thị trường lớn, truyền thống như Trung Quốc. Dự báo các quốc gia nhập khẩu gạo lớn sẽ giảm khối lượng thu mua trong cả năm 2019."
171,"Hôm nay 18-6 tại TP.HCM, Thủ tướng Nguyễn Xuân Phúc chủ trì hội nghị đánh giá kết quả hai năm thực hiện nghị quyết 120 của Chính phủ về phát triển bền vững ĐBSCL thích ứng với biến đổi khí hậu."
172,"Theo Cục Bảo vệ thực vật, tình hình sinh trưởng của lúa trong tuần 4 của tháng 6/2019 (từ ngày 21/6/2019 đến ngày 27/6/2019) cụ thể như sau:"
173,"Theo Cục Bảo vệ thực vật, tình hình sinh vật gây hại lúa trong tuần 4 của tháng 6/2019 (từ ngày 21/6/2019 đến ngày 27/6/2019) và dự báo sinh vật gây hại trong tuần tới cụ thể như sau:"
174,Sản xuất gạo Ấn Độ có khả năng thu hẹp trong mùa kharif (vụ gặt thu) này do mưa gió mùa đến muộn và người nông dân chuyển sang trồng các loại cây trồng thay thế.
175,"Chính phủ Thái Lan mới đang bị thúc giục để xây dựng một định hướng rõ ràng về phát triển lúa gạo nội địa, không chỉ trong ngắn hạn mà cả trung hạn và dài hạn nhằm duy trì loại cây trồng để bán."
176,"Giá bán lúa nhiều nơi ở Đồng bằng sông Cửu Long đang dưới giá thành sản xuất dù chưa đến chính vụ thu hoạch lúa hè thu, khiến nông dân đứng ngồi không yên."
177,"Năm 2017-2018, các nước trên thế giới đều tích cực lấp đầy kho dự trữ của mình. Thế nên, đầu 2019 và thời gian tới đây gạo Việt xuất khẩu - thế mạnh đem về tỷ USD sẽ chịu áp lực chưa từng có - bởi cung nhiều hơn cầu."
178,"Myanmar đã xuất khẩu khoảng 140.000 tấn gạo tấm (trị giá hơn 37 triệu USD) sang Bỉ trong vòng hơn 7 tháng của năm tài chính, từ ngày 1/10 đến ngày 10/5. Con số này chiếm hơn 51% tổng xuất khẩu gạo tấm của quốc gia Đông Nam Á, theo Liên đoàn Gạo Myanmar (MRF)."
179,"Vùng đồng bằng nên sản xuất ít gạo hơn để giảm tác động môi trường, đồng thời thúc đẩy sản xuất gạo chất lượng cao và gạo đặc chủng. Phần đất còn lại sẽ dành để trồng các loại nông sản có giá trị cao, thích ứng với biến đổi khí hậu."
180,Cơ quan Lương thực Quốc gia (NFA) Philippines sẽ sớm bán gạo ở mức 37 peso/kg cho các cơ quan được lựa chọn và đơn vị chính quyền địa phương nhưng vẫn duy trì mức giá 27 /kg cho các gia đình nghèo.
